Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
6765,I don't think so.,Chandler,neutral,neutral,667,5,5,24,"00:18:10,255","00:18:11,923"
6766,"Okay, now we just need something borrowed!",Monica,joy,positive,667,6,5,24,"00:18:13,467","00:18:15,593"
6767,Here justtake this.,Chandler,neutral,neutral,667,7,5,24,"0:18:16,512","0:18:18,064"
6768,That's stealing!,Monica,sadness,negative,667,8,5,24,"0:18:18,064","0:18:20,161"
6769,"No, we'll-we'll bring it back! Just put it under your dress.",Chandler,neutral,neutral,667,9,5,24,"00:18:20,641","00:18:22,850"
6770,Ohh.,Monica,joy,positive,668,0,3,21,"00:18:30,400","00:18:32,401"
6771,"Okay, one thing at a time.",Chandler,neutral,neutral,668,1,3,21,"00:18:34,530","00:18:36,489"
6772,Sorry about that. So. What have you been up to?,Barry,neutral,neutral,669,0,1,2,"00:17:27,337","00:17:35,344"
6773,"Oh, not much. I-I got a job.",Rachel,joy,positive,669,1,1,2,"00:17:35,554","00:17:41,392"
6774,"Oh, that's great.",Barry,joy,positive,669,2,1,2,"00:17:38,599","00:17:41,392"
6775,Why are- why are you so tanned?,Rachel,surprise,positive,669,3,1,2,"00:17:42,519","00:17:43,936"
6776,"Oh, I, uh- I went to Aruba.",Barry,neutral,neutral,669,4,1,2,"00:17:45,022","00:17:48,649"
6777,Noooo!  I'm lying. I am so drunk.,Monica,joy,positive,670,0,1,21,"00:16:03,003","00:16:06,756"
6778,"Oh God, oh.",Rachel,anger,negative,670,1,1,21,"00:16:06,924","00:16:08,257"
6779,"Great, Monica, y'know what, you could've called, I have been up here, I've been worried...",Rachel,sadness,negative,670,2,1,21,"00:16:11,261","00:16:13,179"
6780,Monica? Monica!,Rachel,anger,negative,670,3,1,21,"00:16:13,347","00:16:14,722"
6781,Water rules!,Monica,joy,positive,670,4,1,21,"00:16:19,895","00:16:22,522"
6782,"Yes, yes, it does. Okay, look, the restaurant called, they wanna know if you're gonna be showing up for work?",Rachel,neutral,neutral,670,5,1,21,"00:16:25,109","00:16:31,531"
6783,Nope. Going to the,Monica,neutral,neutral,670,6,1,21,"00:16:31,699","00:16:35,785"
6784,"Okay Monica, what are you doing? You're gonna lose your job! This is not you!",Rachel,anger,negative,670,7,1,21,"00:16:35,953","00:16:39,998"
6785,"No, it is me!",Monica,joy,positive,670,8,1,21,"00:16:40,165","00:16:41,916"
6786,"Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!",Monica,anger,negative,670,9,1,21,"00:16:42,084","00:16:47,755"
6787,"Y'know, when I'm with her, I am so much more than that.",Monica,joy,positive,670,10,1,21,"00:16:47,965","00:16:52,677"
6788,I'm- I'm Monana!,Monica,joy,positive,670,11,1,21,"00:16:52,845","00:16:54,512"
6789,"Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people.",Rachel,neutral,neutral,670,12,1,21,"00:17:05,733","00:17:12,989"
6790,Helloooo? Yeah. Oh my God. Thanks.,Monica,joy,positive,670,13,1,21,"00:17:20,122","00:17:26,919"
6791,What?,Rachel,neutral,neutral,670,14,1,21,"00:17:25,419","00:17:26,919"
6792,They've arrested Monica.,Monica,sadness,negative,670,15,1,21,"00:17:27,087","00:17:29,547"
6793,Note the painterly lines    and subtle impasto on this canvas. Monet painted quickly and usually outdoors    as his elusive subject was light itself.,Joey,neutral,neutral,671,0,9,21,"00:15:48,530","00:15:59,749"
6794,"Now, do you have any idea what you just said?",Ross,neutral,neutral,671,1,9,21,"00:16:01,669","00:16:05,213"
6795,"No, no, my mouth    says the words, my brain is thinking monster trucks!",Joey,neutral,neutral,671,2,9,21,"00:16:08,175","00:16:12,303"
6796,"Ok now, remember, when you get to the museum, Monet is not spelt    M-O-N-A-Y.",Ross,neutral,neutral,671,3,9,21,"00:16:14,723","00:16:21,020"
6797,I just...,Ross,neutral,neutral,671,4,9,21,"00:16:17,017","00:16:21,020"
6798,I wrote that out phonetically for you.,Ross,neutral,neutral,671,5,9,21,"0:16:21,188","0:16:23,030"
6799,Phonetically?,Joey,neutral,neutral,671,6,9,21,"0:16:23,030","0:16:25,797"
6800,"Yeah, yeah that means... you know? We just... we don't have time    for this.",Ross,neutral,neutral,671,7,9,21,"00:16:26,610","00:16:30,029"
6802,"Ok, but you know what? I gotta say, I'm really impressed that    you were able to memorize all this so quickly!",Ross,surprise,positive,671,8,9,21,"00:16:30,197","00:16:34,909"
6803,"Ah! I'm an actor! I can memorize anything! Last week on ""Days""    I had to say ""Frontal temporal zygomatic craniotomy"".",Joey,joy,positive,671,9,9,21,"00:16:35,369","00:16:41,958"
6804,Wow. What does,Ross,surprise,positive,671,10,9,21,"0:16:42,126","0:16:43,348"
6805,No idea!,Joey,surprise,positive,671,11,9,21,"0:16:43,348","0:16:46,138"
6806,"But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".",Joey,neutral,neutral,671,12,9,21,"00:16:46,255","00:16:58,182"
6807,Ok! So let's move on to the Renaissance?,Ross,neutral,neutral,671,13,9,21,"00:16:58,976","00:17:01,978"
6808,"Ok, Caravaggio uses chiaroscuro here to highlight the anguish    of the central figure. Touch it, it's really bumpy! .",Joey,neutral,neutral,671,14,9,21,"00:17:02,980","00:17:10,611"
6809,"Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't",Ross,anger,negative,671,15,9,21,"00:17:10,779","00:17:16,701"
6810,Come on! you...,Joey,neutral,neutral,671,16,9,21,"0:17:16,869","0:17:17,954"
6811,No!,Ross,anger,negative,671,17,9,21,"0:17:17,954","0:17:18,184"
6812,Oh.  Oh-oh.,Ross,neutral,neutral,672,0,4,1,"00:07:09,011","00:07:11,221"
6813,Hey!  What happened to you? Why didnt you come up?,Rachel,surprise,positive,672,1,4,1,"00:07:16,727","00:07:20,480"
6814,Done!,Ross,joy,positive,672,2,4,1,"00:07:21,357","00:07:22,691"
6815,You just finished?,Rachel,surprise,negative,672,3,4,1,"0:07:24,235","0:07:25,457"
6816,"Well, I wanted to be thorough.",Ross,neutral,neutral,672,4,4,1,"0:07:25,457","0:07:27,500"
6817,"I mean this-this is clearly very, very important to you, to us!",Ross,joy,positive,672,5,4,1,"00:07:28,114","00:07:33,243"
6818,"And so I wanted to read every word carefully, twice!",Ross,joy,positive,672,6,4,1,"00:07:33,411","00:07:37,247"
6819,"So umm, does it?",Rachel,neutral,neutral,672,7,4,1,"00:07:40,376","00:07:44,296"
6820,Im sorry.,Ross,sadness,negative,672,8,4,1,"00:07:50,595","00:07:51,970"
6821,Does it?,Rachel,fear,negative,672,9,4,1,"00:07:53,681","00:07:59,769"
6822,"Does it? Does it? Yeah, I wanted to give that whole Does it? part just another glance.",Ross,neutral,neutral,672,10,4,1,"00:07:53,681","00:08:07,819"
6823,"What are you talking about, Ross, you just said that you read it twice!",Rachel,anger,negative,672,11,4,1,"00:08:07,987","00:08:11,156"
6824,"Look, y'know what, either it does or it doesnt, and if you have to even",Rachel,anger,negative,672,12,4,1,"00:08:11,324","00:08:14,743"
6825,"No, Rach, no. I dont, I dont, I dont",Ross,neutral,neutral,672,13,4,1,"00:08:14,911","00:08:18,497"
6826,Are you sure?,Rachel,joy,positive,672,14,4,1,"0:08:49,278","0:08:51,072"
6827,"Oh, sure! Im sure.",Ross,joy,positive,672,15,4,1,"0:08:51,072","0:08:52,246"
6829,You got married again.,Russell,neutral,neutral,673,0,6,2,"00:15:03,861","00:15:06,154"
6830,Yes.,Ross,neutral,neutral,673,1,6,2,"00:15:07,156","00:15:08,197"
6831,So thats your second marriage in two years.,Russell,neutral,neutral,673,2,6,2,"00:15:09,116","00:15:12,702"
6832,"Yes, second in two years. Third overall.",Ross,neutral,neutral,673,3,6,2,"00:15:12,870","00:15:17,749"
6833,"Ross, I have been a divorce attorney for 23 years and never had I so much business from one client.",Russell,neutral,neutral,673,4,6,2,"00:15:18,500","00:15:24,589"
6834,Why dont you tell me what happened.,Russell,neutral,neutral,673,5,6,2,"00:15:26,508","00:15:29,344"
6835,"Basically, Rachel and I were in Vegas and we got drunk",Ross,neutral,neutral,673,6,6,2,"00:15:30,262","00:15:34,057"
6836,"Im sorry, is this the same Rachel whos name you said at the altar in the second marriage?",Russell,surprise,negative,673,7,6,2,"00:15:34,266","00:15:39,729"
6837,"Yes-yes-yes! But, I-I do",Ross,neutral,neutral,673,8,6,2,"00:15:41,941","00:15:43,942"
6838,"Oh, thats better then.",Russell,neutral,neutral,673,9,6,2,"00:15:44,151","00:15:47,070"
6839,This was just a drunken mistake and I need to get it annulled.,Ross,neutral,neutral,673,10,6,2,"00:15:48,530","00:15:51,991"
6840,I see. Have you considered therapy?,Russell,neutral,neutral,673,11,6,2,"00:15:52,201","00:15:56,412"
6841,I think just the,Ross,neutral,neutral,673,12,6,2,"00:15:58,332","00:16:02,126"
6842,There are a couple of forms to fill out.,Russell,neutral,neutral,673,13,6,2,"0:16:02,419","0:16:04,421"
6843,Easy.,Ross,neutral,neutral,673,14,6,2,"0:16:04,421","0:16:04,767"
6844,"And well need to have witnesses who can testify that you were not of uh, sound mind.",Russell,neutral,neutral,673,15,6,2,"00:16:04,964","00:16:09,384"
6845,No problem.,Ross,neutral,neutral,673,16,6,2,"00:16:09,593","00:16:11,469"
6846,And well need you and Rachel to testify before a judge.,Russell,neutral,neutral,673,17,6,2,"00:16:11,720","00:16:14,889"
6847,Ooh!,Ross,surprise,negative,673,18,6,2,"00:16:15,474","00:16:16,766"
6848,Theres no way to do this without her?,Ross,surprise,positive,673,19,6,2,"00:16:18,519","00:16:20,853"
6849,"Cause I kinda all ready told her uh, it was, it was already taken care of.",Ross,fear,negative,673,20,6,2,"00:16:18,519","00:16:24,983"
6852,"So, Phoebs owes $7.50, Monica, you owe $10, and Rachel, you owe fifteen big ones.",Ross,neutral,neutral,674,0,1,18,"00:12:06,600","00:12:12,731"
6853,"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.",Joey,neutral,neutral,674,1,1,18,"00:12:13,941","00:12:18,194"
6854,"Alright, here's my $7.50.  But I think you should know that this money is cursed.",Phoebe,neutral,neutral,674,2,1,18,"00:12:19,739","00:12:23,658"
6855,What?,Joey,surprise,positive,674,3,1,18,"00:12:23,826","00:12:26,286"
6856,"Oh, I cursed it. So now bad things will happen to he who spends it.",Phoebe,neutral,neutral,674,4,1,18,"00:12:23,826","00:12:30,707"
6857,"That's alright, I'll take it.",Chandler,neutral,neutral,674,5,1,18,"0:12:31,459","0:12:32,419"
6858,Bad things happen to me anyway.,Chandler,neutral,neutral,674,6,1,18,"0:12:32,419","0:12:34,647"
6859,This way I can break 'em up with a movie.,Chandler,neutral,neutral,674,7,1,18,"00:12:35,671","00:12:38,214"
6860,"Well, that just leaves the big Green poker machine, who owes fifteen...",Ross,neutral,neutral,674,8,1,18,"00:12:38,382","00:12:43,762"
6862,You wanna do it right now?,Phoebe,neutral,neutral,675,0,2,1,"0:21:28,704","0:21:30,376"
6863,Great!,Julie,joy,positive,675,1,2,1,"0:21:30,376","0:21:31,308"
6864,"Ok, I just wanna be really sure this time. Andie McDowell's the girl from",Phoebe,neutral,neutral,675,2,2,1,"00:21:35,460","00:21:43,342"
6865,No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from,Rachel,neutral,neutral,675,3,2,1,"00:21:44,428","00:21:55,354"
6866,"Oh, yeah. Ok, thank you.",Phoebe,neutral,neutral,675,4,2,1,"00:21:56,315","00:22:00,234"
6867,You're welcome.,Rachel,neutral,neutral,675,5,2,1,"00:21:58,317","00:22:00,234"
6868,is for me not to see you anymore.,Ross,sadness,negative,676,0,5,5,"00:10:07,607","00:10:11,735"
6869,That's crazy!,Rachel,surprise,positive,676,1,5,5,"0:10:13,904","0:10:15,426"
6870,You can't do that!,Rachel,surprise,positive,676,2,5,5,"0:10:15,426","0:10:16,488"
6871,What are you going to tell her?,Rachel,sadness,negative,676,3,5,5,"0:10:16,488","0:10:18,819"
6872,Oh God.,Rachel,fear,negative,676,4,5,5,"00:10:24,123","00:10:26,333"
6873,"Ohh, you already agreed to this, haven't you?",Rachel,sadness,negative,676,5,5,5,"00:10:27,126","00:10:29,377"
6874,"It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.",Ross,sadness,negative,676,6,5,5,"00:10:32,882","00:10:36,676"
6875,"And I do, I have to make",Ross,sadness,negative,676,7,5,5,"00:10:36,844","00:10:41,389"
6876,Ohh! Lucky me! Oh my God! That,Rachel,surprise,positive,676,8,5,5,"00:10:52,635","00:10:57,489"
6877,You have no idea what a nightmare this has been. This is so hard.,Ross,sadness,negative,676,9,5,5,"00:11:03,996","00:11:09,042"
6878,"Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you.",Rachel,anger,negative,676,10,5,5,"00:11:09,210","00:11:15,632"
6879,What are you doing?,Ross,surprise,negative,676,11,5,5,"00:11:11,712","00:11:15,632"
6880,Storming out!,Rachel,anger,negative,676,12,5,5,"0:11:15,800","0:11:16,612"
6881,"Rachel, this is your apartment.",Ross,neutral,neutral,676,13,5,5,"0:11:16,612","0:11:18,020"
6882,"Yeah, well that's how mad I am!!",Rachel,anger,negative,676,14,5,5,"00:11:18,135","00:11:20,970"
6883,These little women. Wow!,Joey,surprise,positive,677,0,3,13,"00:09:23,145","00:09:27,357"
6884,"Your liking it, huh?",Chandler,neutral,neutral,677,1,3,13,"00:09:28,526","00:09:29,609"
6885,Oh yeah! Amy just burned Jos manuscript. I dont see how he could ever forgive her.,Joey,joy,positive,677,2,3,13,"00:09:29,777","00:09:35,657"
6886,"Umm, Jos a girl, its short for Josephine.",Ross,neutral,neutral,677,3,3,13,"00:09:38,869","00:09:41,871"
6887,Chandler.,Phoebe,neutral,neutral,678,0,3,5,"0:04:18,049","0:04:18,561"
6888,Hi.,Chandler,neutral,neutral,678,1,3,5,"0:04:18,561","0:04:19,181"
6889,Hi.,Frank,neutral,neutral,678,2,3,5,"0:04:19,300","0:04:20,427"
6890,Joey.,Phoebe,neutral,neutral,678,3,3,5,"0:04:20,427","0:04:20,565"
6891,Hey-hey!,Joey,joy,positive,678,4,3,5,"0:04:20,677","0:04:21,387"
6892,Hey.,Frank,neutral,neutral,678,5,3,5,"0:04:21,387","0:04:22,701"
6893,This is Monica.,Phoebe,neutral,neutral,678,6,3,5,"0:04:22,804","0:04:23,936"
6894,Whoa!,Frank,surprise,positive,678,7,3,5,"0:04:23,936","0:04:25,450"
6895,And this is Rachel.,Phoebe,neutral,neutral,678,8,3,5,"0:04:26,808","0:04:27,990"
6896,Hi!,Rachel,joy,positive,678,9,3,5,"0:04:27,990","0:04:28,537"
6897,Whoa!!,Frank,surprise,positive,678,10,3,5,"00:04:28,643","00:04:30,185"
6898,Im gonna get coffee.,Phoebe,neutral,neutral,678,11,3,5,"00:04:32,272","00:04:33,855"
6899,"Hey, how do you guys get anything done?",Frank,joy,positive,678,12,3,5,"00:04:34,023","00:04:37,025"
6900,"We dont, really.",Chandler,neutral,neutral,678,13,3,5,"00:04:37,193","00:04:39,069"
6901,"Well, so, now, do you guys have a lot of big plans?",Rachel,neutral,neutral,678,14,3,5,"00:04:40,488","00:04:42,422"
6902,"Oh yeah! Yeah, no, were gonna connect, y'know bond, and everything.",Phoebe,joy,positive,678,15,3,5,"00:04:42,490","00:04:46,410"
6903,"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars.",Frank,neutral,neutral,678,16,3,5,"00:04:46,577","00:04:51,373"
6904,"And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",Frank,neutral,neutral,678,17,3,5,"00:04:51,541","00:04:55,585"
6905,"You know, we dont really take advantage of living in the city.",Chandler,neutral,neutral,678,18,3,5,"00:04:57,171","00:05:00,215"
6907,"Okay, Chandler!",Rachel,neutral,neutral,679,0,6,21,"0:00:02,168","0:00:03,300"
6908,Okay.,Chandler,neutral,neutral,679,1,6,21,"0:00:03,300","0:00:03,641"
6909,"And your horoscope says, ""On the fifth a special someone is going to give you a gift.""",Rachel,joy,positive,679,2,6,21,"00:00:03,753","00:00:09,258"
6910,"Oh, well thank you in advance.",Chandler,joy,positive,679,3,6,21,"00:00:09,426","00:00:12,052"
6911,"Op, but the twelfth brings a lovers spat.",Rachel,surprise,negative,679,4,6,21,"00:00:12,220","00:00:20,853"
6912,"Oh, wait and on the nineteenth a secret crush announces itself.",Rachel,surprise,positive,679,5,6,21,"00:00:21,021","00:00:25,733"
6913,Hey guys!,Joey,neutral,neutral,679,6,6,21,"0:00:31,364","0:00:31,796"
6914,Hey!!,Chandler,joy,positive,679,7,6,21,"0:00:31,796","0:00:32,709"
6915,Oh my God! Its Joey Tribbiani of Mac and C.H.E.E.S.E.!!!!!!!,Rachel,surprise,positive,679,8,6,21,"00:00:32,824","00:00:35,200"
6916,Oh thats right. Its your first day! So are you psyched to fight fake crime with your robot sidekick?,Chandler,joy,positive,679,9,6,21,"00:00:38,455","00:00:43,584"
6917,Am I psyched? The lead in my own TV series? Ive dreamed about this for years! Why have I not been preparing?!,Joey,joy,positive,679,10,6,21,"00:00:43,752","00:00:51,425"
6918,"No! Joey, youre going to be great!",Phoebe,neutral,neutral,679,11,6,21,"00:00:52,510","00:00:54,762"
6919,"But I got to act with a robot Pheebs, and-and I dont know anything about technology!",Joey,fear,negative,679,12,6,21,"00:00:54,929","00:00:58,599"
6920,I cant even use Chandlers computer except to find porn!,Joey,anger,negative,679,13,6,21,"00:00:58,767","00:01:01,727"
6921,And-and thats only cause its right there when you turn it on!,Joey,anger,negative,679,14,6,21,"00:01:03,271","00:01:06,231"
6922,I think our lovers spat will start a little early this month.,Monica,anger,negative,679,15,6,21,"00:01:08,109","00:01:10,986"
6923,Ill be waiting.,Phoebe,neutral,neutral,679,16,6,21,"00:01:11,154","00:01:12,446"
6924,"Now, this is last minute so I want to apologize for the mess. Okay?",Monica,joy,positive,680,0,6,18,"00:08:45,733","00:08:48,485"
6925,Oh my God! It sure didnt look this way when I lived here.,Rachel,surprise,positive,680,1,6,18,"00:08:53,783","00:08:57,786"
6926,I know!,Monica,surprise,positive,680,2,6,18,"00:08:57,954","00:08:59,412"
6927,"Now look, theres only one problem though.",Monica,joy,positive,680,3,6,18,"00:09:01,249","00:09:02,582"
6928,"Theres only room for one, so I guess one of you will have to stay at Joeys.",Monica,neutral,neutral,680,4,6,18,"00:09:02,750","00:09:06,545"
6929,"Well, since the fire was kinda my fault I guess  you should get to stay here.",Phoebe,sadness,negative,680,5,6,18,"00:09:06,712","00:09:10,840"
6930,"Hey! Hey-hey, now this was no ones fault Pheebs. Okay? It was an accident.",Rachel,neutral,neutral,680,6,6,18,"00:09:11,008","00:09:15,679"
6931,"Well no, it was my fault so you should get the nice room.",Phoebe,neutral,neutral,680,7,6,18,"00:09:15,846","00:09:17,973"
6932,Okay!,Rachel,joy,positive,680,8,6,18,"00:09:18,140","00:09:20,475"
6933,So Rach!,Monica,joy,positive,680,9,6,18,"0:09:20,643","0:09:21,186"
6934,Youre the first guest at Hotel Monica!,Monica,joy,positive,680,10,6,18,"0:09:21,186","0:09:22,949"
6935,"Umm, youll just have to tell me how you like your eggs in the morning.",Monica,neutral,neutral,680,11,6,18,"00:09:24,272","00:09:26,398"
