Utterance,Speaker,Emotion,Scene_ID,Utterance_ID,Season,Episode,Start_Time,End_Time
Eddie.,['Joey Tribbiani'],Neutral,11,3,2,17,00:14:30.661,00:14:32.537
Morning.,['Chandler Bing'],Neutral,11,4,2,17,00:14:32.705,00:14:34.080
"Morning. I just uh, came by to pick up my mail. Where's the mail?",['Joey Tribbiani'],Neutral,11,5,2,17,00:14:34.248,00:14:43.464
"Oh it's uh, over there on the table.",['Chandler Bing'],Neutral,11,6,2,17,00:14:40.671,00:14:43.464
"No, Eddie likes to keep it over there.",['Chandler Bing'],Neutral,11,8,2,17,00:14:46.385,00:14:55.894
"Alright, here you go my friend. Eggs a-la Eddie, huh?",['Eddie Menuek'],Peaceful,11,9,2,17,00:14:48.762,00:14:55.894
"Oh, ooh.",['Chandler Bing'],Joyful,11,10,2,17,00:14:52.141,00:14:55.894
Huh.,['Joey Tribbiani'],Neutral,11,11,2,17,00:14:57.354,00:14:58.521
What?,['Chandler Bing'],Neutral,11,12,2,17,00:14:59.773,00:15:02.692
"No I just uh, thought you liked your eggs with the bread with the hole in the middle, a-la me.",['Joey Tribbiani'],Neutral,11,13,2,17,00:15:02.860,00:15:11.659
"Well I do, but uh, Eddie makes them this way and, well they're pretty darn good.",['Chandler Bing'],Scared,11,14,2,17,00:15:08.324,00:15:15.830
"Well you guys, I'm outta here. See ya pals.",['Eddie Menuek'],Neutral,11,15,2,17,00:15:16.081,00:15:21.419
See ya.,['Chandler Bing'],Neutral,11,16,2,17,00:15:18.000,00:15:19.626
So how you two gettin' along?,['Joey Tribbiani'],Neutral,11,17,2,17,00:15:20.336,00:15:29.260
"Oh, I couldn't be happier.",['Chandler Bing'],Joyful,11,18,2,17,00:15:21.587,00:15:29.260
There's another carton right over there.,['Chandler Bing'],Joyful,11,20,2,17,00:15:31.138,00:15:37.560
"Hey, this isn't about juice anymore, alright man.",['Joey Tribbiani'],Mad,11,21,2,17,00:15:58.332,00:16:04.963
"Alright, so what's it about?",['Chandler Bing'],Neutral,11,22,2,17,00:16:02.002,00:16:04.963
"Eggs. Who's eggs do you like better, his or mine, huh?",['Joey Tribbiani'],Mad,11,23,2,17,00:16:05.255,00:16:12.637
Well I like both eggs equally.,['Chandler Bing'],Neutral,11,24,2,17,00:16:06.507,00:16:12.637
Oh come on. Nobody likes two different kinds of eggs equally. You like one better than the other and I wanna know which.,['Joey Tribbiani'],Mad,11,25,2,17,00:16:12.805,00:16:20.436
"Well what's the difference? Your eggs aren't here anymore, are they? You took your eggs and you left. You really expect me to never find new eggs?",['Chandler Bing'],Neutral,11,26,2,17,00:16:18.268,00:16:30.446
Hey.,['Phoebe Buffay'],Neutral,13,3,2,17,00:16:20.604,00:16:23.314
Hey.,['#ALL#'],Neutral,13,4,2,17,00:16:25.025,00:16:27.485
"Listen. You are not going to believe this but, that is not me singing on the video.",['Phoebe Buffay'],Neutral,13,5,2,17,00:19:03.225,00:19:10.857
No.,['#ALL#'],Joyful,13,6,2,17,00:19:04.601,00:19:07.228
Yes.,['Phoebe Buffay'],Neutral,13,7,2,17,00:19:07.396,00:19:10.857
"Well, how did you find out?",['Rachel Green'],Neutral,13,8,2,17,00:19:11.650,00:19:16.779
So what're you gonna do?,['Monica Geller'],Neutral,13,10,2,17,00:19:14.027,00:19:16.779
"Well, I can't work with people who would do this.",['Phoebe Buffay'],Peaceful,13,11,2,17,00:19:26.248,00:19:30.084
Sure.,['Monica Geller'],Neutral,13,12,2,17,00:19:27.541,00:19:30.084
I mean this poor woman.,['Phoebe Buffay'],Sad,13,13,2,17,00:19:30.252,00:19:33.171
What woman?,['Ross Geller'],Neutral,13,14,2,17,00:19:31.628,00:19:33.171
"The voice woman. Ya know, I mean, she has a great voice but she doesn't have a video.",['Phoebe Buffay'],Neutral,13,15,2,17,00:19:34.256,00:19:42.805
"OK, Phoebs. But what about you?",['Rachel Green'],Neutral,13,16,2,17,00:19:35.507,00:19:39.886
"Hey Eddie, you uh, wanna play some foosball?",['Chandler Bing'],Neutral,14,2,2,17,00:20:17.257,00:20:20.593
"No thanks man, I'm not uh, I'm not really into sports.",['Eddie Menuek'],Sad,14,3,2,17,00:20:18.717,00:20:23.512
"Yeah o-, OK, alright. Doesn't matter, time for Baywatch.",['Chandler Bing'],Neutral,14,4,2,17,00:20:29.186,00:20:34.774
"Y-, y-, you like that show?",['Eddie Menuek'],Neutral,14,5,2,17,00:20:34.942,00:20:38.861
You don't like that show?,['Chandler Bing'],Neutral,14,6,2,17,00:20:37.444,00:20:42.615
Well that's the brilliance of it. The pretty people... and the running.,['Chandler Bing'],Joyful,14,8,2,17,00:20:48.413,00:20:57.755
"I tell ya, I-, I'm gonna go read in my room for a little while.",['Eddie Menuek'],Neutral,14,9,2,17,00:20:52.751,00:21:02.260
"Oh o-, OK man.",['Chandler Bing'],Neutral,14,10,2,17,00:20:55.963,00:21:02.260
"Smelly cat, smell-ly cat, what are they feeding you? Everybody.",['Phoebe Buffay'],Joyful,15,2,2,17,00:21:07.599,00:22:05.781
"Smelly cat, smell-ly cat, it's not your fault.",['#ALL#'],Joyful,15,3,2,17,00:22:00.819,00:22:05.781
Monica.,['Phoebe Buffay'],Neutral,15,4,2,17,00:22:03.905,00:22:05.781
They won't take you to the vet.,['Monica Geller'],Joyful,15,5,2,17,00:22:10.162,00:22:15.624
Chandler.,['Phoebe Buffay'],Neutral,15,6,2,17,00:22:12.664,00:22:14.040
You're obviously not their favorite pet.,['Chandler Bing'],Joyful,15,7,2,17,00:22:15.792,00:22:21.839
Joey.,['Monica Geller'],Neutral,15,8,2,17,00:22:19.713,00:22:21.839
It may not be a bed of roses.,['Joey Tribbiani'],Joyful,15,9,2,17,00:22:22.007,00:22:26.010
Rachel.,['Phoebe Buffay'],Neutral,15,10,2,17,00:22:23.258,00:22:26.010
And you're no friend to those with noses.,['Rachel Green'],Joyful,15,11,2,17,00:22:26.178,00:22:28.637
Oh Drake.,['Amber'],Neutral,1,2,2,18,00:00:02.168,00:00:05.170
"I'm sorry I'm late, what happened?",['Ross Geller'],Scared,1,4,2,18,00:00:08.967,00:00:12.052
"We, we just wanna see the end.",['Monica Geller'],Neutral,1,5,2,18,00:02:08.336,00:02:11.130
I want you Drake.,['Amber'],Powerful,1,6,2,18,00:02:11.297,00:02:15.259
What?,['Amber'],Neutral,1,8,2,18,00:02:15.426,00:02:18.053
So what happens next?,['Rachel Green'],Neutral,1,10,2,18,00:02:18.221,00:02:19.805
God that is good TV.,['Chandler Bing'],Joyful,1,12,2,18,00:02:20.140,00:02:23.058
"Phoebs, play with meeee.",['Chandler Bing'],Joyful,2,2,2,18,00:02:25.645,00:02:27.563
Why don't you play with your roommate?,['Phoebe Buffay'],Neutral,2,5,2,18,00:03:07.937,00:03:09.688
We don't need to remedy that.,['Chandler Bing'],Scared,2,10,2,18,00:03:13.693,00:03:18.155
"Oh yeah, it'll be fun.",['Phoebe Buffay'],Joyful,2,11,2,18,00:03:15.028,00:03:18.155
What was that?,['Eddie Menuek'],Scared,2,12,2,18,00:03:18.323,00:03:22.534
"Yeah alright, that sounds alright.",['Eddie Menuek'],Neutral,2,14,2,18,00:03:20.283,00:03:24.995
That was so lame.,['Chandler Bing'],Sad,2,16,2,18,00:03:22.702,00:03:24.995
"I know, yeah. Ok, talk to him.",['Phoebe Buffay'],Powerful,2,17,2,18,00:04:19.842,00:04:23.887
Well it's not Sean Penn.,['Chandler Bing'],Joyful,3,5,2,18,00:04:21.970,00:04:23.887
"Phoebe's got another job, right?",['Richard Burke'],Neutral,4,3,2,18,00:04:24.055,00:04:26.848
Great set tonight Phoebs.,['Rachel Green'],Peaceful,4,4,2,18,00:04:27.058,00:04:29.309
I know.,['Phoebe Buffay'],Neutral,4,5,2,18,00:04:29.560,00:04:31.770
"Well, we should probably get going.",['Ross Geller'],Neutral,4,6,2,18,00:06:12.163,00:06:19.586
"I don't know, I don't have my jammies.",['Richard Burke'],Neutral,4,9,2,18,00:08:01.063,00:08:04.524
"Well, maybe you don't need them.",['Monica Geller'],Neutral,4,10,2,18,00:08:09.655,00:08:16.870
"My baby sister, ladies and gentlemen.",['Ross Geller'],Neutral,4,11,2,18,00:09:11.467,00:09:15.637
"Shut up, I'm happy.",['Monica Geller'],Joyful,4,12,2,18,00:09:15.888,00:09:17.806
"Oh, thank you Phoebs. That's very sweet.",['Richard Burke'],Joyful,4,14,2,18,00:09:28.192,00:09:34.990
Ok.,['Phoebe Buffay'],Neutral,4,15,2,18,00:09:31.279,00:09:34.990
"Not a lot, Phoebe's kidding, Phoebe's crazy.",['Monica Geller'],Sad,4,17,2,18,00:12:15.693,00:12:22.490
Phoebe's dead.,['Rachel Green'],Sad,4,18,2,18,00:12:17.236,00:12:19.362
Hi.,['Tilly'],Neutral,5,2,2,18,00:12:19.572,00:12:22.490
Hi.,['Chandler Bing'],Neutral,5,3,2,18,00:12:23.200,00:12:27.495
I'm looking for Eddie Minowick.,['Tilly'],Neutral,5,4,2,18,00:12:28.414,00:12:30.123
Thanks.,['Tilly'],Neutral,5,6,2,18,00:12:30.374,00:12:34.169
"Oh, oh, c'mon in.",['Chandler Bing'],Neutral,5,7,2,18,00:12:34.378,00:12:36.337
I'm Tilly.,['Tilly'],Neutral,5,8,2,18,00:12:36.964,00:12:38.757
Oh.,['Chandler Bing'],Neutral,5,9,2,18,00:12:43.721,00:12:45.430
He's kind of intense huh?,['Tilly'],Powerful,5,12,2,18,00:12:47.892,00:12:54.856
A little what?,['Eddie Menuek'],Neutral,5,14,2,18,00:12:50.060,00:12:54.856
Hello Tilly.,['Eddie Menuek'],Neutral,5,16,2,18,00:12:52.772,00:12:54.856
"Well, ok then. I'm gonna go. Bye.",['Tilly'],Neutral,5,19,2,18,00:13:48.202,00:13:53.289
Bye-bye.,['Eddie Menuek'],Neutral,5,20,2,18,00:13:51.121,00:13:53.289
Bye.,['Chandler Bing'],Neutral,5,21,2,18,00:13:53.916,00:13:57.210
"So, we gettin' a fish?",['Chandler Bing'],Neutral,5,22,2,18,00:13:59.463,00:14:02.423
You had sex with her didn't you?,['Eddie Menuek'],Mad,5,23,2,18,00:15:26.884,00:15:34.599
"Ooh, I look good.",['Joey Tribbiani'],Joyful,6,6,2,18,00:15:31.555,00:15:34.599
"Uhh, I don't know, I just bring the scripts.",['Delivery Guy'],Neutral,8,3,2,18,00:19:17.364,00:19:21.117
Right. Could you sign this?,['Delivery Guy'],Neutral,8,5,2,18,00:19:22.578,00:19:25.329
"No. No way, I'm not signing that.",['Joey Tribbiani'],Mad,8,6,2,18,00:19:25.497,00:19:31.002
How can they do this to me?,['Joey Tribbiani'],Mad,8,8,2,18,00:19:46.393,00:19:49.562
"Er, uh, I'm just gonna go. Sorry.",['Delivery Guy'],Scared,8,9,2,18,00:20:36.318,00:20:41.364
G'night.,['Ross Geller'],Neutral,9,4,2,18,00:20:38.070,00:20:41.364
Night Richard. Good luck Mon.,['Richard Burke'],Peaceful,9,5,2,18,00:20:41.573,00:20:44.200
Two.,['Richard Burke'],Neutral,9,7,2,18,00:20:45.494,00:20:47.161
Uhhhooo.,['Rachel Green'],Scared,9,15,2,18,00:20:51.500,00:20:53.000
"Well, there's you.",['Rachel Green'],Sad,9,17,2,18,00:20:54.378,00:20:56.254
"Oh yes, the weenie from Torrini.",['Ross Geller'],Mad,9,20,2,18,00:22:12.331,00:22:25.217
Really?,['Ross Geller'],Neutral,9,22,2,18,00:22:18.628,00:22:19.670
Where's Buddy?,['Eddie Menuek'],Neutral,10,5,2,18,00:22:19.963,00:22:21.714
Buddy?,['Chandler Bing'],Scared,10,6,2,18,00:22:21.882,00:22:25.217
"My fish, Buddy.",['Eddie Menuek'],Neutral,10,7,2,18,00:22:26.261,00:22:28.763
C'mon.,['Ross Geller'],Neutral,13,2,2,18,00:22:36.355,00:22:38.356
Hey Eddie. Daahh!! What're you doin' here?,['Chandler Bing'],Scared,1,3,2,19,00:00:07.507,00:00:14.388
"Nothin' roomie, just watchin' you sleep.",['Eddie Menuek'],Neutral,1,4,2,19,00:00:08.758,00:00:14.388
Why?,['Chandler Bing'],Scared,1,5,2,19,00:00:12.095,00:00:14.388
"Makes me feel um, peaceful, heh-heh, please.",['Eddie Menuek'],Neutral,1,6,2,19,00:00:16.266,00:00:19.560
I can't sleep now.,['Chandler Bing'],Neutral,1,7,2,19,00:00:17.517,00:00:19.560
You want me to sing?,['Eddie Menuek'],Neutral,1,8,2,19,00:00:19.728,00:00:23.522
Hannibal Lecter...better roommate than you.,['Chandler Bing'],Mad,1,11,2,19,00:00:22.230,00:00:24.898
I didn't realize that.,['Chandler Bing'],Neutral,1,13,2,19,00:00:23.690,00:00:24.898
Yeah.,['Eddie Menuek'],Neutral,1,14,2,19,00:00:25.859,00:00:27.526
GET OUT NOW!!,['Chandler Bing'],Mad,1,15,2,19,00:00:27.694,00:00:31.030
"Ok, you really want me out?",['Eddie Menuek'],Sad,1,16,2,19,00:00:31.197,00:00:33.282
Yes please.,['Chandler Bing'],Mad,1,17,2,19,00:00:33.450,00:00:34.825
I want you out.,['Chandler Bing'],Neutral,1,19,2,19,00:00:36.369,00:00:37.619
"No no no, I wanna hear it from your lips.",['Eddie Menuek'],Neutral,1,20,2,19,00:01:04.481,00:01:07.649
Where did you hear it from before?,['Chandler Bing'],Neutral,1,21,2,19,00:01:05.940,00:01:07.649
I heard that.,['Eddie Menuek'],Neutral,1,23,2,19,00:01:09.194,00:01:10.569
Don't worry about it already. Things happen.,['Estelle Leonard'],Neutral,3,2,2,19,00:04:21.052,00:04:24.096
"So, you're not mad at me for getting fired and everything?",['Joey Tribbiani'],Scared,3,3,2,19,00:04:25.306,00:04:29.309
"Joey, look at me, look at me. Do I have lipstick on my teeth?",['Estelle Leonard'],Neutral,3,4,2,19,00:04:29.477,00:04:37.901
"No, can we get back to me?",['Joey Tribbiani'],Scared,3,5,2,19,00:04:40.905,00:04:43.448
"Look honey, people get fired left and right in this business. I already got you an audition for Another World.",['Estelle Leonard'],Powerful,3,6,2,19,00:04:42.156,00:04:50.914
Alright. Cab driver number two?,['Joey Tribbiani'],Neutral,3,7,2,19,00:04:43.616,00:04:47.744
You're welcome.,['Estelle Leonard'],Powerful,3,8,2,19,00:04:47.996,00:04:50.914
But I was Dr. Drake Remoray. How can I go from bein' a neurosurgeon to drivin' a cab?,['Joey Tribbiani'],Scared,3,9,2,19,00:04:51.291,00:05:05.012
"Things change, roll with em.",['Estelle Leonard'],Neutral,3,10,2,19,00:04:53.626,00:04:57.129
"But this is a two line part, it's like takin' a step backwards. I'm not gonna do this.",['Joey Tribbiani'],Neutral,3,11,2,19,00:05:05.263,00:05:15.647
"Joey, I'm gonna tell you the same thing I told Al Minser and his pyramid of dogs. Take any job you can get and don't make on the floor.",['Estelle Leonard'],Powerful,3,12,2,19,00:05:11.436,00:05:28.869
I'm sorry. See ya.,['Joey Tribbiani'],Neutral,3,13,2,19,00:05:13.771,00:05:15.647
"Oh, God, oh, God, I mean it's just so.",['Rachel Green'],Joyful,4,2,2,19,00:05:32.999,00:05:40.464
Isn't it.,['Monica Geller'],Neutral,4,3,2,19,00:05:34.250,00:05:35.292
"Uhh, I mean this is like reading about my own life. I mean this book could have been called 'Be Your Own Windkeeper Rachel'.",['Rachel Green'],Powerful,4,4,2,19,00:05:35.626,00:05:49.264
Hey you guys.,['Ross Geller'],Neutral,4,6,2,19,00:05:38.379,00:05:40.464
Hey.,['Monica Geller'],Neutral,4,7,2,19,00:05:40.715,00:05:41.923
"Uh, sweetie we've gotta go.",['Ross Geller'],Scared,4,8,2,19,00:05:42.467,00:05:45.218
NO!,['Rachel Green'],Mad,4,9,2,19,00:05:45.386,00:05:49.264
No?,['Ross Geller'],Scared,4,10,2,19,00:05:50.183,00:05:52.142
"No, why do we always have to do everything according to your time table?",['Rachel Green'],Mad,4,11,2,19,00:05:55.480,00:06:08.784
Actually it's the movie theatre that has the time schedule. So you don't miss the beginning.,['Ross Geller'],Peaceful,4,12,2,19,00:06:08.951,00:06:14.915
"No, see this isn't about the movie theatre, this is about you stealing my wind.",['Rachel Green'],Mad,4,13,2,19,00:06:13.039,00:06:21.380
You go girl. I can't pull that off can I?,['Monica Geller'],Powerful,4,14,2,19,00:06:23.424,00:06:30.138
"Excuse me, your, your, your wind?",['Ross Geller'],Mad,4,15,2,19,00:06:31.933,00:06:36.603
"Yes, my wind. How do you expect me to grow if you won't let me blow?",['Rachel Green'],Powerful,4,16,2,19,00:06:35.103,00:06:39.648
"Ok, I just, I just really need to be with myself right now. I'm sorry.",['Rachel Green'],Peaceful,4,18,2,19,00:06:46.864,00:07:08.427
"Um-um, um-um.",['Phoebe Buffay'],Neutral,4,19,2,19,00:06:51.494,00:06:53.703
"You're right, I don't have to apologize. Sorry. Damnit!",['Rachel Green'],Mad,4,20,2,19,00:07:10.805,00:07:14.683
Hey pal.,['Eddie Menuek'],Neutral,6,2,2,19,00:07:13.307,00:07:14.683
Ahhhh-gaaaahhh. Eddie what're you still doin' here?,['Chandler Bing'],Mad,6,3,2,19,00:09:35.825,00:09:52.465
"Ah, just some basic dehydrating of a few fruits and vegetables. MAN ALIVE this thing's fantastic!",['Eddie Menuek'],Joyful,6,4,2,19,00:09:54.343,00:10:01.683
"Look Eddie, aren't you forgetting anything?",['Chandler Bing'],Neutral,6,5,2,19,00:09:59.140,00:10:04.769
"Maybe 'cause the last one was made by Pepperidge Farm. Look Eddie, isn't there something else you're supposed to be doing right now?",['Chandler Bing'],Mad,6,7,2,19,00:10:07.315,00:10:17.741
"Well, not unless it's got something to do with dehydrating my man because right now I'm a dehydrating maniac!",['Eddie Menuek'],Joyful,6,8,2,19,00:10:17.908,00:10:27.876
"Ah-ah-ah, you know what that is?",['Eddie Menuek'],Joyful,6,10,2,19,00:10:29.879,00:10:32.922
Your last roommate's kidney?,['Chandler Bing'],Neutral,6,11,2,19,00:10:31.756,00:10:32.922
That's a tomato. This one definitely goes in the display.,['Eddie Menuek'],Neutral,6,12,2,19,00:10:33.090,00:10:38.762
"Hey Gunther, let me get a lemonade to go.",['Joey Tribbiani'],Neutral,7,2,2,19,00:10:38.929,00:10:51.775
Lemonade? You ok man?,['Gunther'],Scared,7,3,2,19,00:10:43.017,00:10:44.100
"Oh, that's too bad. How'd they do it?",['Gunther'],Neutral,7,5,2,19,00:11:00.660,00:11:03.411
I fell down an elevator shaft.,['Joey Tribbiani'],Sad,7,6,2,19,00:11:03.579,00:11:05.538
That sucks. I was buried in an avalanche.,['Gunther'],Sad,7,7,2,19,00:11:05.706,00:11:09.751
What?,['Joey Tribbiani'],Scared,7,8,2,19,00:11:08.125,00:11:09.751
I used to be Bryce on All My Children.,['Gunther'],Neutral,7,9,2,19,00:11:11.295,00:11:15.131
Daaahhhh!,['Chandler Bing'],Joyful,8,3,2,19,00:11:12.546,00:11:15.131
Aaahhhhhhh! Aaahhhh!,['Monica Geller'],Scared,8,4,2,19,00:11:33.109,00:11:36.444
"Why must everybody watch me sleep? There'll be no more watching me sleep, no more watching.",['Chandler Bing'],Mad,8,5,2,19,00:11:37.071,00:11:42.867
I wa-,['Monica Geller'],Neutral,8,6,2,19,00:11:39.281,00:11:41.616
Uuuh.,['Chandler Bing'],Neutral,8,7,2,19,00:11:41.784,00:11:42.867
"Get out. Get out, get out, get out, get out, get out, get out.",['Chandler Bing'],Mad,9,3,2,19,00:11:56.590,00:12:07.267
What?,['Eddie Menuek'],Sad,9,4,2,19,00:12:01.303,00:12:02.929
"You, you want, you want me to move out?",['Eddie Menuek'],Sad,9,6,2,19,00:12:07.435,00:12:17.694
Uh-huh.,['Chandler Bing'],Mad,9,7,2,19,00:12:13.274,00:12:15.150
"This is not out of the blue, this is smack dab in the middle of the blue.",['Chandler Bing'],Mad,9,9,2,19,00:12:23.743,00:12:29.414
You want some help.,['Chandler Bing'],Mad,9,11,2,19,00:12:25.453,00:12:27.579
No help required Chico.,['Eddie Menuek'],Scared,9,12,2,19,00:12:27.955,00:12:32.083
"All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks.",['Joey Tribbiani'],Neutral,10,2,2,19,00:12:48.768,00:13:06.242
"Excuse me, that's 50 bucks.",['Casting Guy'],Mad,10,3,2,19,00:12:59.403,00:13:02.739
What?,['Joey Tribbiani'],Neutral,10,4,2,19,00:13:02.907,00:13:06.242
Five oh dollars.,['Casting Guy'],Powerful,10,5,2,19,00:13:06.410,00:13:08.661
That's great.,['Casting Guy'],Mad,10,7,2,19,00:13:09.705,00:13:12.832
"Ok, listen, thanks for coming in.",['Casting Guy'],Powerful,10,9,2,19,00:13:33.979,00:13:36.064
"Ok, question number 28, have you ever allowed a lighning bearer to take your wind? I would have to say no.",['Phoebe Buffay'],Peaceful,11,2,2,19,00:14:00.548,00:14:15.270
And I would have to say pah-huh.,['Monica Geller'],Peaceful,11,3,2,19,00:14:01.799,00:14:12.767
What?,['Phoebe Buffay'],Scared,11,4,2,19,00:14:06.554,00:14:08.471
Do you not remember the puppet guy?,['Monica Geller'],Scared,11,5,2,19,00:14:20.568,00:14:23.570
Yeah you like totally let him wash his feet in the pool of your inner power.,['Rachel Green'],Joyful,11,6,2,19,00:14:21.819,00:14:28.741
And his puppet too.,['Monica Geller'],Joyful,11,7,2,19,00:14:23.737,00:14:28.741
"Yeah ok, well at least I didn't let some guy into the forest of my righteous truth on the first date.",['Phoebe Buffay'],Mad,11,8,2,19,00:14:30.244,00:14:37.500
Who?,['Monica Geller'],Scared,11,9,2,19,00:14:32.162,00:14:34.372
Paul.,['Phoebe Buffay'],Neutral,11,10,2,19,00:14:34.623,00:14:37.500
Oh.,['Monica Geller'],Peaceful,11,11,2,19,00:14:41.881,00:14:43.214
"Woah, woah, woah, let's go back to 29.",['Monica Geller'],Neutral,11,13,2,19,00:14:53.309,00:14:59.314
"Not uh, not to my recollection.",['Rachel Green'],Neutral,11,14,2,19,00:14:56.395,00:14:59.314
Only 'cause you took up half the circle.,['Rachel Green'],Powerful,11,16,2,19,00:15:12.036,00:15:14.787
Listen to you two. It's so sad. Looks like I'm gonna be going to the goddess meetings alone.,['Phoebe Buffay'],Sad,11,17,2,19,00:15:14.997,00:15:24.923
